,URL
78,https://www.tripadvisor.com/Attraction_Review-g60890-d548114-Reviews-The_Garment_District-Cambridge_Massachusetts.html
79,https://www.tripadvisor.com/Attraction_Review-g60745-d15641389-Reviews-Downtown_Crossing-Boston_Massachusetts.html
80,https://www.tripadvisor.com/Attraction_Review-g60745-d10393542-Reviews-Travel_Leisure-Boston_Massachusetts.html
81,https://www.tripadvisor.com/Attraction_Review-g60890-d12659601-Reviews-MIT_List_Visual_Arts_Center-Cambridge_Massachusetts.html
82,https://www.tripadvisor.com/Attraction_Review-g60890-d17326371-Reviews-The_Coop-Cambridge_Massachusetts.html
83,https://www.tripadvisor.com/Attraction_Review-g60745-d1876164-Reviews-Grand_Circle_Gallery-Boston_Massachusetts.html
84,https://www.tripadvisor.com/Attraction_Review-g60745-d21343271-Reviews-American_Stonecraft-Boston_Massachusetts.html
85,https://www.tripadvisor.com/Attraction_Review-g60745-d20160578-Reviews-Paddywax_Candle_Bar-Boston_Massachusetts.html
86,https://www.tripadvisor.com/Attraction_Review-g60745-d19892151-Reviews-Urban_Renewals_Family_Thrift_Center-Boston_Massachusetts.html
87,https://www.tripadvisor.com/Attraction_Review-g60745-d18962528-Reviews-Stitch_and_Tickle-Boston_Massachusetts.html
88,https://www.tripadvisor.com/Attraction_Review-g60745-d18716740-Reviews-Z_Gallery-Boston_Massachusetts.html
89,https://www.tripadvisor.com/Attraction_Review-g60745-d17582409-Reviews-Cool_Marttha-Boston_Massachusetts.html
