,Unnamed: 0,Unnamed: 0.1,URL,address,signal,lat,lng
67,67,72,https://www.tripadvisor.com/Hotel_Review-g60745-d1138709-Reviews-Hotel_Indigo_Boston_Garden-Boston_Massachusetts.html,"280 Friend St, Boston, MA 02114-1801",finish,42.3648163,-71.0615653
68,68,73,https://www.tripadvisor.com/Hotel_Review-g60745-d111434-Reviews-Newbury_Guest_House-Boston_Massachusetts.html,"261 Newbury St, Boston, MA 02116-2402",finish,42.3496438,-71.08332010000001
69,69,74,https://www.tripadvisor.com/Hotel_Review-g60745-d4232689-Reviews-Residence_Inn_Boston_Downtown_Seaport-Boston_Massachusetts.html,"370 Congress St, Boston, MA 02210-1810",finish,42.3503401,-71.0477831
70,70,75,https://www.tripadvisor.com/Hotel_Review-g60745-d12882338-Reviews-AC_Hotel_by_Marriott_Boston_Downtown-Boston_Massachusetts.html,"225 Albany St, Boston, MA 02118-2201",finish,42.34534379999999,-71.061661
71,71,76,https://www.tripadvisor.com/Hotel_Review-g60745-d3169894-Reviews-HI_Boston_Hostel-Boston_Massachusetts.html,"19 Stuart Street, Boston, MA 02116-4723",finish,42.3511117,-71.0634137
72,72,77,https://www.tripadvisor.com/Hotel_Review-g60745-d89619-Reviews-Courtyard_Boston_Downtown-Boston_Massachusetts.html,"275 Tremont Street, Boston, MA 02116",finish,42.3500654,-71.0654299
73,73,78,https://www.tripadvisor.com/Hotel_Review-g60745-d15528935-Reviews-Residence_Inn_Boston_Downtown_South_End-Boston_Massachusetts.html,"2001 Washington St, Boston, MA 02119-2019",finish,42.3336376,-71.081672
74,74,79,https://www.tripadvisor.com/Hotel_Review-g60745-d89568-Reviews-Staypineapple_A_Delightful_Hotel_South_End_Boston-Boston_Massachusetts.html,"26 Chandler Street, Boston, MA 02116-5221",finish,42.3469237,-71.0706459
75,75,80,https://www.tripadvisor.com/Hotel_Review-g60745-d3952875-Reviews-Bricco_Suites-Boston_Massachusetts.html,"241 Hanover St, Boston, MA 02113-2322",finish,42.3631289,-71.0549071
76,76,81,https://www.tripadvisor.com/Hotel_Review-g60745-d678412-Reviews-Renaissance_Boston_Waterfront_Hotel-Boston_Massachusetts.html,"606 Congress Street, Boston, MA 02210-2803",finish,42.3480847,-71.039098
77,77,82,https://www.tripadvisor.com/Hotel_Review-g60745-d217148-Reviews-Ramada_by_Wyndham_Boston-Boston_Massachusetts.html,"800 William T Morrissey Blvd, Boston, MA 02122-3404",finish,42.2948199,-71.04739219999999
78,78,83,https://www.tripadvisor.com/Hotel_Review-g60745-d549445-Reviews-Hotel_140-Boston_Massachusetts.html,"140 Clarendon Street Back Bay, Boston, MA 02116-5169",finish,42.3486305,-71.07446
79,79,84,https://www.tripadvisor.com/Hotel_Review-g60745-d3225572-Reviews-EnVision_Hotel_Boston_Longwood-Boston_Massachusetts.html,"81 South Huntington Avenue, Boston, MA 02130-4704",finish,42.3298962,-71.1116847
80,80,85,https://www.tripadvisor.com/Hotel_Review-g60745-d89596-Reviews-Oasis_Guest_House-Boston_Massachusetts.html,"22 Edgerly Rd Fenway Kenmore, Boston, MA 02115-3007",finish,42.3458633,-71.0877653
81,81,86,https://www.tripadvisor.com/Hotel_Review-g60745-d120977-Reviews-Copley_House-Boston_Massachusetts.html,"239 W Newton St, Boston, MA 02116-6412",finish,42.3445836,-71.0802096
82,82,87,https://www.tripadvisor.com/Hotel_Review-g60745-d89602-Reviews-Sheraton_Boston_Hotel-Boston_Massachusetts.html,"39 Dalton Street Prudential Center, Boston, MA 02199-3901",finish,42.3465151,-71.08392239999999
83,83,89,https://www.tripadvisor.com/Hotel_Review-g60745-d254294-Reviews-Constitution_Marina_s_Bed_Breakfast_Afloat-Boston_Massachusetts.html,"28 Constitution Rd Charlestown, Boston, MA 02129-2008",finish,42.371038,-71.0605593
84,84,90,https://www.tripadvisor.com/Hotel_Review-g60745-d94363-Reviews-Courtyard_by_Marriott_Boston_Logan_Airport-Boston_Massachusetts.html,"225 William F McClellan Hwy, Boston, MA 02128-1176",finish,42.3872486,-71.0164396
85,85,91,https://www.tripadvisor.com/Hotel_Review-g60745-d222958-Reviews-Comfort_Inn_Boston-Boston_Massachusetts.html,"900 William T Morrissey Blvd, Boston, MA 02122-3329",finish,42.292679,-71.047135
86,86,92,https://www.tripadvisor.com/Hotel_Review-g60745-d13846823-Reviews-Boston_Luxury_Suites-Boston_Massachusetts.html,"7 Doris St, Boston, MA 02125-1427",finish,42.3134385,-71.0563116
87,87,93,https://www.tripadvisor.com/Hotel_Review-g60745-d15334761-Reviews-Global_Luxury_Suites_On_Harrison_Ave-Boston_Massachusetts.html,"8 Harrison Ave, Boston, MA 02111-2014",finish,42.3522424,-71.06083319999999
88,88,94,https://www.tripadvisor.com/Hotel_Review-g60745-d16901250-Reviews-Four_Seasons_Hotel_One_Dalton_Street_Boston-Boston_Massachusetts.html,"1 Dalton St, Boston, MA 02115-3184",finish,42.345,-71.08431399999999
89,89,95,https://www.tripadvisor.com/Hotel_Review-g60745-d222955-Reviews-The_Ritz_Carlton_Boston-Boston_Massachusetts.html,"10 Avery Street, Boston, MA 02111",finish,42.3531023,-71.06334009999999
90,90,97,https://www.tripadvisor.com/Hotel_Review-g60745-d1467037-Reviews-Green_Turtle_Floating_Bed_and_Breakfast-Boston_Massachusetts.html,"1 Pier 8 at the end of 13th Street, Boston, MA 02129-2017",finish,42.3757247,-71.04968389999999
91,91,98,https://www.tripadvisor.com/Hotel_Review-g60745-d225873-Reviews-Charlesmark_Hotel-Boston_Massachusetts.html,"655 Boylston St, Boston, MA 02116-2804",finish,42.3500609,-71.0785848
92,92,99,https://www.tripadvisor.com/Hotel_Review-g60745-d555224-Reviews-Courtyard_Boston_South_Boston-Boston_Massachusetts.html,"63R Bolton St, Boston, MA 02127-1105",finish,42.3415599,-71.0523116
93,93,100,https://www.tripadvisor.com/Hotel_Review-g60745-d77629-Reviews-Hotel_Boston-Boston_Massachusetts.html,"40 Mount Hood Rd, Boston, MA 02135-5604",finish,42.341758,-71.1431854
94,94,101,https://www.tripadvisor.com/Hotel_Review-g60745-d89615-Reviews-The_Newbury_Boston-Boston_Massachusetts.html,"One Newbury Street, Boston, MA 02116",finish,42.3526921,-71.07124259999999
95,95,103,https://www.tripadvisor.com/Hotel_Review-g60745-d21002823-Reviews-Homewood_Suites_by_Hilton_Boston_Seaport-Boston_Massachusetts.html,"670 Summer Street Corner of Summer St and Drydock Ave, Boston, MA 02210",finish,42.34325219999999,-71.0372457
96,96,104,https://www.tripadvisor.com/Hotel_Review-g60745-d21002821-Reviews-Hampton_Inn_Boston_Seaport-Boston_Massachusetts.html,"670 Summer Street Corner of Summer St and Drydock Ave, Boston, MA 02210",finish,42.34325219999999,-71.0372457
97,97,105,https://www.tripadvisor.com/Hotel_Review-g60745-d17627659-Reviews-Bedrooms_near_Fenway_Dowtown_Boston-Boston_Massachusetts.html,"182 Heath St, Boston, MA 02130-1129",finish,42.3259636,-71.1049535
98,98,106,https://www.tripadvisor.com/Hotel_Review-g60745-d19957010-Reviews-Private_Rooms_Shared_Bath_In_Cozy_Homestay-Boston_Massachusetts.html,"296 Lexington St, Boston, MA 02128-2514",finish,42.3810426,-71.02904579999999
99,99,107,https://www.tripadvisor.com/Hotel_Review-g60745-d2079076-Reviews-14_Union_Park-Boston_Massachusetts.html,"14 Union Park, Boston, MA 02118-3700",finish,42.3423679,-71.0713075
100,100,108,https://www.tripadvisor.com/Hotel_Review-g60745-d16670117-Reviews-The_Upton-Boston_Massachusetts.html,"592 Tremont St, Boston, MA 02118-1654",finish,42.3429098,-71.07301369999999
101,101,109,https://www.tripadvisor.com/Hotel_Review-g60745-d15012308-Reviews-Perkins_Inn-Boston_Massachusetts.html,"32 Perkins St, Boston, MA 02130-1109",finish,42.3215157,-71.1116615
102,102,110,https://www.tripadvisor.com/Hotel_Review-g60745-d1672194-Reviews-Back_Bay_Beacon-Boston_Massachusetts.html,"113 Beacon St, Boston, MA 02116-1533",finish,42.3549779,-71.0732458
103,103,111,https://www.tripadvisor.com/Hotel_Review-g60745-d13119752-Reviews-Stay_Alfred_on_Longfellow_Place-Boston_Massachusetts.html,"1 Longfellow Place, Boston, MA 02114-2438",finish,42.3637488,-71.06472649999999
104,104,112,https://www.tripadvisor.com/Hotel_Review-g60745-d14994379-Reviews-Stay_Alfred_on_Garrison_Street-Boston_Massachusetts.html,"32 Garrison St, Boston, MA 02116-5740",finish,42.3457058,-71.079083
105,105,113,https://www.tripadvisor.com/Hotel_Review-g60745-d15750391-Reviews-Stay_Alfred_on_A_Street-Boston_Massachusetts.html,"315 A St Ste A, Boston, MA 02210-1660",finish,42.3486656,-71.0483639
106,106,114,https://www.tripadvisor.com/Hotel_Review-g60745-d15689043-Reviews-Stay_Alfred_on_Washington_Street-Boston_Massachusetts.html,"660 Washington St, Boston, MA 02111-3200",finish,42.35181679999999,-71.0624516
107,107,115,https://www.tripadvisor.com/Hotel_Review-g60745-d268206-Reviews-The_Boston_Common_Hotel_and_Conference_Center-Boston_Massachusetts.html,"40 Trinity Pl, Boston, MA 02116-5006",finish,42.3485348,-71.07475459999999
108,108,116,https://www.tripadvisor.com/Hotel_Review-g60745-d15641238-Reviews-Global_Luxury_Suites_at_Emerson_Place-Boston_Massachusetts.html,"10 Emerson Pl, Boston, MA 02114-2204",finish,42.36518890000001,-71.0688121
109,109,117,https://www.tripadvisor.com/Hotel_Review-g60745-d19007532-Reviews-Modern_Back_Bay_Apartments_by_Barsala-Boston_Massachusetts.html,"Edgerly Rd and Norway St, Boston, MA 02116",finish,42.3452107,-71.087604
110,110,118,https://www.tripadvisor.com/Hotel_Review-g60745-d15649221-Reviews-Global_Luxury_Suites_at_West_End-Boston_Massachusetts.html,"175 Blossom St, Boston, MA 02114-2622",finish,42.3645551,-71.0692299
111,111,119,https://www.tripadvisor.com/Hotel_Review-g60745-d15641204-Reviews-Global_Luxury_Suites_at_Seaport-Boston_Massachusetts.html,"315 A St Ste A, Boston, MA 02210-1660",finish,42.3486656,-71.0483639
112,112,120,https://www.tripadvisor.com/Hotel_Review-g60745-d16748526-Reviews-Boston_Homestel-Boston_Massachusetts.html,"36 Moseley St, Boston, MA 02125-1356",finish,42.3202706,-71.0550464
113,113,121,https://www.tripadvisor.com/Hotel_Review-g60745-d12104852-Reviews-Global_Luxury_Suites_Fenway-Boston_Massachusetts.html,"180 Brookline Ave, Boston, MA 02215-3938",finish,42.3443871,-71.100938
114,114,122,https://www.tripadvisor.com/Hotel_Review-g60745-d6484375-Reviews-Furnished_Quarters_Church_Park-Boston_Massachusetts.html,"221 Massachusetts Ave, Boston, MA 02115-3504",finish,42.3444887,-71.0867176
115,115,123,https://www.tripadvisor.com/Hotel_Review-g60745-d15553242-Reviews-Global_Luxury_Suites_At_Longwood-Boston_Massachusetts.html,"35 S Huntington Ave, Boston, MA 02130-4788",finish,42.3311626,-71.1120329
116,116,124,https://www.tripadvisor.com/Hotel_Review-g60745-d13094295-Reviews-Temple_Place_Suites-Boston_Massachusetts.html,"29 Temple Pl Theatre District, Boston, MA 02111-1307",finish,42.355058,-71.06222799999999
117,117,125,https://www.tripadvisor.com/Hotel_Review-g60745-d1157193-Reviews-Oakwood_At_The_Devonshire-Boston_Massachusetts.html,"1 Devonshire Pl, Boston, MA 02109-3510",finish,42.3581915,-71.0574689
118,118,126,https://www.tripadvisor.com/Hotel_Review-g60745-d126058-Reviews-Constitution_Inn-Boston_Massachusetts.html,"150 3rd Ave, Boston, MA 02129-2016",finish,42.37638880000001,-71.0533518
119,119,127,https://www.tripadvisor.com/Hotel_Review-g60745-d7356280-Reviews-Churchill_At_The_Radian-Boston_Massachusetts.html,"120 Kingston St, Boston, MA 02111-2157",finish,42.3522851,-71.05910879999999
120,120,129,https://www.tripadvisor.com/Hotel_Review-g60745-d21314660-Reviews-West_Broadway_Quarters_By_Thatch-Boston_Massachusetts.html,None,again,0.0,0.0
121,121,130,https://www.tripadvisor.com/Hotel_Review-g60745-d19742171-Reviews-Trenton_Street_Homestay-Boston_Massachusetts.html,"78 Trenton St, Boston, MA 02128-2535",finish,42.3790136,-71.0364955
122,122,131,https://www.tripadvisor.com/Hotel_Review-g60745-d21149839-Reviews-Evonify_Corporate_Convention_Center-Boston_Massachusetts.html,"6 Blackwood St, Boston, MA 02115-5147",finish,42.343016,-71.08222909999999
123,123,132,https://www.tripadvisor.com/Hotel_Review-g60745-d15641200-Reviews-Global_Luxury_Suites_at_Mass_General_Hospital-Boston_Massachusetts.html,"4 Emerson Place, Boston, MA 02114-2275",finish,42.3642747,-71.0680228
124,124,133,https://www.tripadvisor.com/Hotel_Review-g60745-d15647517-Reviews-Global_Luxury_Suites_at_the_Commonwealth-Boston_Massachusetts.html,"1 Longfellow Pl, Boston, MA 02114-2438",finish,42.3637488,-71.06472649999999
