,URL
112,https://www.tripadvisor.com/Restaurant_Review-g60745-d3751006-Reviews-Lincoln_Tavern_and_Restaurant-Boston_Massachusetts.html
113,https://www.tripadvisor.com/Restaurant_Review-g60745-d323008-Reviews-Artu-Boston_Massachusetts.html
114,https://www.tripadvisor.com/Restaurant_Review-g60745-d637241-Reviews-Oishii_Boston-Boston_Massachusetts.html
115,https://www.tripadvisor.com/Restaurant_Review-g60745-d321626-Reviews-Union_Oyster_House-Boston_Massachusetts.html
116,https://www.tripadvisor.com/Restaurant_Review-g60745-d480029-Reviews-Summer_Shack-Boston_Massachusetts.html
117,https://www.tripadvisor.com/Restaurant_Review-g60745-d3863148-Reviews-Abby_Lane_Food_Spirits-Boston_Massachusetts.html
118,https://www.tripadvisor.com/Restaurant_Review-g60745-d819879-Reviews-Lucca_Back_Bay-Boston_Massachusetts.html
119,https://www.tripadvisor.com/Restaurant_Review-g60745-d1309070-Reviews-Petit_Robert_Bistro-Boston_Massachusetts.html
120,https://www.tripadvisor.com/Restaurant_Review-g60745-d552331-Reviews-The_Elephant_Walk_South_End-Boston_Massachusetts.html
121,https://www.tripadvisor.com/Restaurant_Review-g60745-d2455327-Reviews-Sweet_Cheeks_Q-Boston_Massachusetts.html
122,https://www.tripadvisor.com/Restaurant_Review-g60745-d482395-Reviews-South_Street_Diner-Boston_Massachusetts.html
123,https://www.tripadvisor.com/Restaurant_Review-g60745-d2138841-Reviews-Legal_Sea_Foods_Harborside-Boston_Massachusetts.html
124,https://www.tripadvisor.com/Restaurant_Review-g60745-d322009-Reviews-Antico_Forno-Boston_Massachusetts.html
125,https://www.tripadvisor.com/Restaurant_Review-g60745-d322034-Reviews-Florentine_Cafe-Boston_Massachusetts.html
126,https://www.tripadvisor.com/Restaurant_Review-g60745-d8711593-Reviews-Wahlburgers-Boston_Massachusetts.html
128,https://www.tripadvisor.com/Restaurant_Review-g60745-d789610-Reviews-Cask_n_Flagon-Boston_Massachusetts.html
129,https://www.tripadvisor.com/Restaurant_Review-g60745-d503318-Reviews-The_Black_Rose-Boston_Massachusetts.html
130,https://www.tripadvisor.com/Restaurant_Review-g60745-d321958-Reviews-Piattini_Wine_Cafe-Boston_Massachusetts.html
131,https://www.tripadvisor.com/Restaurant_Review-g60745-d321903-Reviews-Rowes_Wharf_Sea_Grille-Boston_Massachusetts.html
132,https://www.tripadvisor.com/Restaurant_Review-g60745-d2425427-Reviews-Smith_Wollensky_Boston_Atlantic_Wharf-Boston_Massachusetts.html
134,https://www.tripadvisor.com/Restaurant_Review-g60745-d323009-Reviews-Strega-Boston_Massachusetts.html
135,https://www.tripadvisor.com/Restaurant_Review-g60745-d2136246-Reviews-The_Haven-Boston_Massachusetts.html
136,https://www.tripadvisor.com/Restaurant_Review-g60745-d14972321-Reviews-Chickadee-Boston_Massachusetts.html
137,https://www.tripadvisor.com/Restaurant_Review-g60745-d322156-Reviews-Ristorante_Saraceno-Boston_Massachusetts.html
