,Unnamed: 0,Unnamed: 0.1,URL,address,signal
136,136,144,https://www.tripadvisor.com/Restaurant_Review-g60745-d322983-Reviews-Pomodoro-Boston_Massachusetts.html,"319 Hanover St, Boston, MA 02113-1820",finish
137,137,145,https://www.tripadvisor.com/Restaurant_Review-g60745-d1008272-Reviews-South_End_Buttery-Boston_Massachusetts.html,"314 Shawmut Ave, Boston, MA 02118-2190",finish
138,138,146,https://www.tripadvisor.com/Restaurant_Review-g60745-d4072461-Reviews-Quattro-Boston_Massachusetts.html,"264 Hanover St, Boston, MA 02113-2303",finish
139,139,147,https://www.tripadvisor.com/Restaurant_Review-g60745-d321745-Reviews-Anthony_s_Cafe_On_Waterfront-Boston_Massachusetts.html,"252 Commercial St, Boston, MA 02109-1305",finish
140,140,148,https://www.tripadvisor.com/Restaurant_Review-g60745-d11887937-Reviews-Eataly-Boston_Massachusetts.html,"800 Boylston Street Prudential Center, Boston, MA 02199",finish
141,141,149,https://www.tripadvisor.com/Restaurant_Review-g60745-d321983-Reviews-City_Table-Boston_Massachusetts.html,"65 Exeter St Lenox Hotel, Boston, MA 02116-3505",finish
142,142,150,https://www.tripadvisor.com/Restaurant_Review-g60745-d5098872-Reviews-Ned_Devine_s_Irish_Pub-Boston_Massachusetts.html,"1 Faneuil Hall Marketplace Faneuil Hall Marketplace, Boston, MA 02109-6117",finish
143,143,151,https://www.tripadvisor.com/Restaurant_Review-g60745-d385208-Reviews-Trident_Booksellers_Cafe-Boston_Massachusetts.html,"338 Newbury St, Boston, MA 02115-2700",finish
144,144,152,https://www.tripadvisor.com/Restaurant_Review-g60745-d322982-Reviews-Euno-Boston_Massachusetts.html,"119 Salem St, Boston, MA 02113-1728",finish
145,145,153,https://www.tripadvisor.com/Restaurant_Review-g60745-d3165212-Reviews-Whole_Foods_Market-Boston_Massachusetts.html,"181 Cambridge St, Boston, MA 02114-2786",finish
146,146,154,https://www.tripadvisor.com/Restaurant_Review-g60745-d526337-Reviews-Marliave_Restaurant-Boston_Massachusetts.html,"10 Bosworth St, Boston, MA 02108-4102",finish
